time_hour_min,place,location,min_value,max_value,mean_value,median_value,std_dev
00:22,office,class_a_floor_heating_1,16.0,401.5,243.5,283.0,140.33063635571528
00:22,office,class_a_floor_heating_2,21.0,866.5,429.6111111111111,503.5,307.83292726917813
00:22,office,hive_heating,2.0,200.0,31.77777777777778,4.0,65.16043235311169
00:22,office,meeting_rm_heating,0.0,163.0,36.166666666666664,1.0,55.77521851145004
00:22,office,office_copier,5.5,119.5,52.888888888888886,7.0,55.625858295500585
00:22,office,office_heating1,34.0,113.5,75.66666666666667,100.0,38.440701086218496
00:22,office,office_heating2,4.0,109.0,46.94444444444444,60.0,41.77203344078162
00:22,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:22,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:22,office,pair_rm_heating,0.0,5.5,2.611111111111111,2.0,1.536590742882148
00:22,office,server_heating,381.0,384.0,382.6666666666667,382.5,1.0897247358851712
00:22,office,sign_power,0.0,0.0,0.0,0.0,0.0
00:22,office,sp,0.0,0.0,0.0,0.0,0.0
00:22,office,water_purifier_heating,1.0,348.5,131.94444444444446,98.0,128.73263097512526
00:24,class_a,ac_indoor_unit,24.0,182.0,48.5,26.0,51.87605420615565
00:24,class_a,ac_outdoor_unit,21.0,4902.0,1129.6666666666667,124.5,1639.9361839718033
00:24,class_a,automatic_door,7.0,9.5,8.277777777777779,8.0,0.9052317076000179
00:24,class_a,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:24,office,a_project,25.0,108.0,55.0,45.0,31.85514087239295
00:24,office,ac,12.0,94.5,39.611111111111114,13.0,35.056006776458595
00:24,office,ac_indoor_unit,0.0,1379.0,769.1111111111111,876.0,474.19924463363617
00:24,office,ac_outdoor_unit,0.0,1604.5,1101.1666666666667,1323.0,632.6190105426804
00:24,office,air_conditioner,230.0,973.5,862.0,934.0,237.67099107800263
00:24,office,automatic_door,0.0,14.0,2.888888888888889,2.0,4.226240777701989
00:24,office,b_project,4.0,4.0,4.0,4.0,0.0
00:24,office,barton_heating_window,0.0,0.0,0.0,0.0,0.0
00:24,office,built_in_heating,2.0,4.0,3.111111111111111,3.0,0.927960727138337
00:24,office,class_a_floor_heating_1,17.5,391.0,244.0,301.0,133.28306344018355
00:24,office,class_a_floor_heating_2,20.0,864.5,392.77777777777777,487.0,280.77494447411874
00:24,office,hive_heating,3.0,210.5,40.611111111111114,4.0,73.94371921340657
00:24,office,meeting_rm_heating,0.0,163.0,54.166666666666664,1.0,71.63274390947201
00:24,office,office_copier,4.0,117.0,35.611111111111114,7.0,46.23565843708848
00:24,office,office_heating1,34.5,116.0,76.05555555555556,99.0,38.73583970663057
00:24,office,office_heating2,4.0,106.5,46.44444444444444,60.0,40.688177371046955
00:24,office,office_heating3,0.0,0.0,0.0,0.0,0.0
00:24,office,outdoor_unit_room_light,0.0,0.0,0.0,0.0,0.0
00:24,office,pair_rm_heating,0.0,4.0,2.4444444444444446,2.0,1.2360330811826103
